Code CIS,Code ATC,Libellé ATC
69543888,J05AR03,Ténofovir disoproxil et emtricitabine
63152345,J05AR04,"Zidovudine, lamivudine et abacavir"
64976070,J05AR04,"Zidovudine, lamivudine et abacavir"
60648756,M05BB03,Acide alendronique et colécalciférol
60796566,M05BB03,Acide alendronique et colécalciférol
60934017,M05BB03,Acide alendronique et colécalciférol
62300481,M05BB03,Acide alendronique et colécalciférol
62999597,M05BB03,Acide alendronique et colécalciférol
63001941,M05BB03,Acide alendronique et colécalciférol
63230395,M05BB03,Acide alendronique et colécalciférol
63278319,M05BB03,Acide alendronique et colécalciférol
63591602,M05BB03,Acide alendronique et colécalciférol
63725282,M05BB03,Acide alendronique et colécalciférol
64079238,M05BB03,Acide alendronique et colécalciférol
64272874,M05BB03,Acide alendronique et colécalciférol
65035846,M05BB03,Acide alendronique et colécalciférol
65079554,M05BB03,Acide alendronique et colécalciférol
65383557,M05BB03,Acide alendronique et colécalciférol
66407096,M05BB03,Acide alendronique et colécalciférol
66407826,M05BB03,Acide alendronique et colécalciférol
68265101,M05BB03,Acide alendronique et colécalciférol
68300050,M05BB03,Acide alendronique et colécalciférol
69242155,M05BB03,Acide alendronique et colécalciférol
67901977,S02AA15,Ciprofloxacine
60618229,J01XX09,Daptomycine
61118764,J01XX09,Daptomycine
61183947,J01XX09,Daptomycine
62442395,J01XX09,Daptomycine
62523160,J01XX09,Daptomycine
62594905,J01XX09,Daptomycine
64369031,J01XX09,Daptomycine
64457442,J01XX09,Daptomycine
64576464,J01XX09,Daptomycine
65858420,J01XX09,Daptomycine
66921973,J01XX09,Daptomycine
67823902,J01XX09,Daptomycine
68298553,J01XX09,Daptomycine
68583470,J01XX09,Daptomycine
69024555,J01XX09,Daptomycine
69064891,J01XX09,Daptomycine
69082149,J01XX09,Daptomycine
69811090,J01XX09,Daptomycine
60235768,J05AE10,Darunavir
60803434,J05AE10,Darunavir
60860061,J05AE10,Darunavir
62624693,J05AE10,Darunavir
63124787,J05AE10,Darunavir
63216342,J05AE10,Darunavir
63372843,J05AE10,Darunavir
63428548,J05AE10,Darunavir
63812730,J05AE10,Darunavir
64226688,J05AE10,Darunavir
64478874,J05AE10,Darunavir
65127376,J05AE10,Darunavir
65199404,J05AE10,Darunavir
65545105,J05AE10,Darunavir
65582420,J05AE10,Darunavir
65602549,J05AE10,Darunavir
65685993,J05AE10,Darunavir
65900346,J05AE10,Darunavir
66824474,J05AE10,Darunavir
67128815,J05AE10,Darunavir
67422090,J05AE10,Darunavir
67774362,J05AE10,Darunavir
67875450,J05AE10,Darunavir
68035755,J05AE10,Darunavir
68175216,J05AE10,Darunavir
68205182,J05AE10,Darunavir
68220711,J05AE10,Darunavir
68493158,J05AE10,Darunavir
69531462,J05AE10,Darunavir
69977258,J05AE10,Darunavir
69494708,D11AX18,Diclofénac
60141614,M04AA03,Fébuxostat
60506358,M04AA03,Fébuxostat
60661383,M04AA03,Fébuxostat
60685046,M04AA03,Fébuxostat
61045113,M04AA03,Fébuxostat
61073408,M04AA03,Fébuxostat
61509909,M04AA03,Fébuxostat
61532847,M04AA03,Fébuxostat
61871331,M04AA03,Fébuxostat
62903522,M04AA03,Fébuxostat
63862669,M04AA03,Fébuxostat
63881349,M04AA03,Fébuxostat
64305057,M04AA03,Fébuxostat
64493890,M04AA03,Fébuxostat
64661690,M04AA03,Fébuxostat
65290583,M04AA03,Fébuxostat
65861594,M04AA03,Fébuxostat
65981266,M04AA03,Fébuxostat
66721517,M04AA03,Fébuxostat
67041972,M04AA03,Fébuxostat
67373259,M04AA03,Fébuxostat
67508504,M04AA03,Fébuxostat
68106558,M04AA03,Fébuxostat
68220323,M04AA03,Fébuxostat
68619429,M04AA03,Fébuxostat
69742203,M04AA03,Fébuxostat
60176597,V03AF09,Glucarpidase
63288174,A16AB09,Idursulfase
60019813,L04AX04,Lénalidomide
60076860,L04AX04,Lénalidomide
60245253,L04AX04,Lénalidomide
60401186,L04AX04,Lénalidomide
60535915,L04AX04,Lénalidomide
60632111,L04AX04,Lénalidomide
60766498,L04AX04,Lénalidomide
61310469,L04AX04,Lénalidomide
61365280,L04AX04,Lénalidomide
61449860,L04AX04,Lénalidomide
61602060,L04AX04,Lénalidomide
61695762,L04AX04,Lénalidomide
62625592,L04AX04,Lénalidomide
62893964,L04AX04,Lénalidomide
63247302,L04AX04,Lénalidomide
63302229,L04AX04,Lénalidomide
63365222,L04AX04,Lénalidomide
63412501,L04AX04,Lénalidomide
63739321,L04AX04,Lénalidomide
63841924,L04AX04,Lénalidomide
63906222,L04AX04,Lénalidomide
63997439,L04AX04,Lénalidomide
64002373,L04AX04,Lénalidomide
64084616,L04AX04,Lénalidomide
64125746,L04AX04,Lénalidomide
64174946,L04AX04,Lénalidomide
64194888,L04AX04,Lénalidomide
64249690,L04AX04,Lénalidomide
64268833,L04AX04,Lénalidomide
64354392,L04AX04,Lénalidomide
64848925,L04AX04,Lénalidomide
64899528,L04AX04,Lénalidomide
65038760,L04AX04,Lénalidomide
65050652,L04AX04,Lénalidomide
65055820,L04AX04,Lénalidomide
65228012,L04AX04,Lénalidomide
65275154,L04AX04,Lénalidomide
65512525,L04AX04,Lénalidomide
65677053,L04AX04,Lénalidomide
65786896,L04AX04,Lénalidomide
65828594,L04AX04,Lénalidomide
65842918,L04AX04,Lénalidomide
66051294,L04AX04,Lénalidomide
66155179,L04AX04,Lénalidomide
66205899,L04AX04,Lénalidomide
66572137,L04AX04,Lénalidomide
66903224,L04AX04,Lénalidomide
67131252,L04AX04,Lénalidomide
67232333,L04AX04,Lénalidomide
67388994,L04AX04,Lénalidomide
67482148,L04AX04,Lénalidomide
67762538,L04AX04,Lénalidomide
67764717,L04AX04,Lénalidomide
67848898,L04AX04,Lénalidomide
68001614,L04AX04,Lénalidomide
68425602,L04AX04,Lénalidomide
68615217,L04AX04,Lénalidomide
68885337,L04AX04,Lénalidomide
68999650,L04AX04,Lénalidomide
69256226,L04AX04,Lénalidomide
69436263,L04AX04,Lénalidomide
69470867,L04AX04,Lénalidomide
69666766,L04AX04,Lénalidomide
60249796,N05AX13,Palipéridone
60713079,N05AX13,Palipéridone
61444322,N05AX13,Palipéridone
62262276,N05AX13,Palipéridone
62620200,N05AX13,Palipéridone
64582563,N05AX13,Palipéridone
64760254,N05AX13,Palipéridone
65363113,N05AX13,Palipéridone
65554816,N05AX13,Palipéridone
65593826,N05AX13,Palipéridone
65907383,N05AX13,Palipéridone
66614262,N05AX13,Palipéridone
67203082,N05AX13,Palipéridone
68516735,N05AX13,Palipéridone
68716209,N05AX13,Palipéridone
68924929,N05AX13,Palipéridone
69642982,N05AX13,Palipéridone
61794949,A04AA05,Palonosétron
67300396,A04AA05,Palonosétron
67538668,A04AA05,Palonosétron
62771736,C10AA08,Pitavastatine
63270518,C10AA08,Pitavastatine
64164770,C10AA08,Pitavastatine
64358832,C10AA08,Pitavastatine
65203831,C10AA08,Pitavastatine
69233925,C10AA08,Pitavastatine
61501691,N03AX17,Stiripentol
63431170,N03AX17,Stiripentol
64809018,N03AX17,Stiripentol
69581821,N03AX17,Stiripentol
65306411,J01AA12,Tigécycline
68350199,J01AA12,Tigécycline
69265912,J01AA12,Tigécycline
64637807,S01LA01,Vertéporfine
60775853,A10BD05,Metformine et pioglitazone
60427398,A10BD07,Metformine et sitagliptine
60437225,A10BD07,Metformine et sitagliptine
60886615,A10BD07,Metformine et sitagliptine
61293226,A10BD07,Metformine et sitagliptine
62024905,A10BD07,Metformine et sitagliptine
62406495,A10BD07,Metformine et sitagliptine
64383846,A10BD07,Metformine et sitagliptine
65346174,A10BD07,Metformine et sitagliptine
66010671,A10BD07,Metformine et sitagliptine
67553353,A10BD07,Metformine et sitagliptine
67935602,A10BD07,Metformine et sitagliptine
69883079,A10BD07,Metformine et sitagliptine
60131132,A10BH01,Sitagliptine
60595727,A10BH01,Sitagliptine
61698826,A10BH01,Sitagliptine
61797226,A10BH01,Sitagliptine
62145198,A10BH01,Sitagliptine
62166299,A10BH01,Sitagliptine
63219840,A10BH01,Sitagliptine
63735305,A10BH01,Sitagliptine
63844048,A10BH01,Sitagliptine
63912200,A10BH01,Sitagliptine
64821668,A10BH01,Sitagliptine
64889982,A10BH01,Sitagliptine
65576620,A10BH01,Sitagliptine
65602428,A10BH01,Sitagliptine
66427298,A10BH01,Sitagliptine
66801671,A10BH01,Sitagliptine
67156800,A10BH01,Sitagliptine
67330546,A10BH01,Sitagliptine
67947540,A10BH01,Sitagliptine
67970934,A10BH01,Sitagliptine
68510974,A10BH01,Sitagliptine
68605397,A10BH01,Sitagliptine
69288409,A10BH01,Sitagliptine
69492618,A10BH01,Sitagliptine
69554265,A10BH01,Sitagliptine
69588627,A10BH01,Sitagliptine
69875634,A10BH01,Sitagliptine
60586660,A10BH02,Vildagliptine
60870205,A10BH02,Vildagliptine
61163720,A10BH02,Vildagliptine
61615937,A10BH02,Vildagliptine
61787125,A10BH02,Vildagliptine
62942735,A10BH02,Vildagliptine
63144220,A10BH02,Vildagliptine
66153274,A10BH02,Vildagliptine
67520378,A10BH02,Vildagliptine
68648605,A10BH02,Vildagliptine
60292648,B01AE07,Dabigatran étexilate
61492018,B01AE07,Dabigatran étexilate
61714127,B01AE07,Dabigatran étexilate
62154642,B01AE07,Dabigatran étexilate
62186316,B01AE07,Dabigatran étexilate
63484283,B01AE07,Dabigatran étexilate
63752596,B01AE07,Dabigatran étexilate
65070765,B01AE07,Dabigatran étexilate
65548471,B01AE07,Dabigatran étexilate
65570603,B01AE07,Dabigatran étexilate
65693901,B01AE07,Dabigatran étexilate
66196286,B01AE07,Dabigatran étexilate
68370173,B01AE07,Dabigatran étexilate
68417210,B01AE07,Dabigatran étexilate
60070665,B03XA03,Méthoxy polyéthylène glycol-époétine bêta
63028422,B03XA03,Méthoxy polyéthylène glycol-époétine bêta
63878513,B03XA03,Méthoxy polyéthylène glycol-époétine bêta
64723850,B03XA03,Méthoxy polyéthylène glycol-époétine bêta
65058186,B03XA03,Méthoxy polyéthylène glycol-époétine bêta
65340755,B03XA03,Méthoxy polyéthylène glycol-époétine bêta
65938521,B03XA03,Méthoxy polyéthylène glycol-époétine bêta
69250216,B03XA03,Méthoxy polyéthylène glycol-époétine bêta
69579980,B03XA03,Méthoxy polyéthylène glycol-époétine bêta
60972530,D10AD53,Adapalène en association
64950392,D10AD53,Adapalène en association
60213914,G02AD06,Misoprostol
61240145,G02AD06,Misoprostol
69981979,G02AD06,Misoprostol
60065390,G04BD11,Fésotérodine
61458973,G04BD11,Fésotérodine
63052576,G04BD11,Fésotérodine
63903849,G04BD11,Fésotérodine
64038921,G04BD11,Fésotérodine
65210929,G04BD11,Fésotérodine
65304620,G04BD11,Fésotérodine
66259498,G04BD11,Fésotérodine
66456353,G04BD11,Fésotérodine
67023700,G04BD11,Fésotérodine
67286060,G04BD11,Fésotérodine
68479557,G04BD11,Fésotérodine
68998801,G04BD11,Fésotérodine
69848594,G04BD11,Fésotérodine
60992262,J05AX09,Maraviroc
61182724,J05AX09,Maraviroc
62094362,J05AX09,Maraviroc
64933044,J05AX09,Maraviroc
65936214,J05AX09,Maraviroc
66396810,J07BH02,"Rotavirus, virus pentavalent vivant atténué"
64386835,L04AB05,Certolizumab pégol
66661714,L04AB05,Certolizumab pégol
64566299,M05BB04,"Acide risédronique, calcium et colécalciférol pour administration séquentielle"
60137021,N03AX18,Lacosamide
60575525,N03AX18,Lacosamide
60788509,N03AX18,Lacosamide
60793075,N03AX18,Lacosamide
61150979,N03AX18,Lacosamide
61214990,N03AX18,Lacosamide
61990104,N03AX18,Lacosamide
62229123,N03AX18,Lacosamide
62286964,N03AX18,Lacosamide
62359608,N03AX18,Lacosamide
62377079,N03AX18,Lacosamide
62731396,N03AX18,Lacosamide
62930010,N03AX18,Lacosamide
63003141,N03AX18,Lacosamide
63406046,N03AX18,Lacosamide
63732654,N03AX18,Lacosamide
63751971,N03AX18,Lacosamide
63891101,N03AX18,Lacosamide
64347362,N03AX18,Lacosamide
64357958,N03AX18,Lacosamide
64535001,N03AX18,Lacosamide
64967356,N03AX18,Lacosamide
65312019,N03AX18,Lacosamide
65347326,N03AX18,Lacosamide
65807550,N03AX18,Lacosamide
66158474,N03AX18,Lacosamide
66230799,N03AX18,Lacosamide
66379323,N03AX18,Lacosamide
66392267,N03AX18,Lacosamide
66730060,N03AX18,Lacosamide
67052164,N03AX18,Lacosamide
67095518,N03AX18,Lacosamide
67383303,N03AX18,Lacosamide
67470427,N03AX18,Lacosamide
67785031,N03AX18,Lacosamide
67849530,N03AX18,Lacosamide
68006305,N03AX18,Lacosamide
68042582,N03AX18,Lacosamide
68217868,N03AX18,Lacosamide
68846850,N03AX18,Lacosamide
68849070,N03AX18,Lacosamide
69010267,N03AX18,Lacosamide
69010801,N03AX18,Lacosamide
69039411,N03AX18,Lacosamide
69899083,N03AX18,Lacosamide
69993198,N03AX18,Lacosamide
65825598,N07XX05,Amifampridine
69785998,N07XX05,Amifampridine
69935992,N07XX05,Amifampridine
66921927,R01AD12,Furoate de fluticasone
69326767,S01AA26,Azithromycine
69189172,S01BC10,Népafénac
60007280,S01EE05,Tafluprost
65328888,C05AE01,Trinitrine
63449204,G03CX01,Tibolone
63468941,G03CX01,Tibolone
64590841,G03CX01,Tibolone
64593766,G03CX01,Tibolone
68810320,G03CX01,Tibolone
69733236,G03CX01,Tibolone
61857901,L04AD01,Ciclosporine
62758831,L04AD01,Ciclosporine
62935801,L04AD01,Ciclosporine
63094408,L04AD01,Ciclosporine
63107460,L04AD01,Ciclosporine
64620722,L04AD01,Ciclosporine
65922428,L04AD01,Ciclosporine
65981679,L04AD01,Ciclosporine
67194943,L04AD01,Ciclosporine
60876980,L04AD02,Tacrolimus
61092077,L04AD02,Tacrolimus
61217812,L04AD02,Tacrolimus
61604257,L04AD02,Tacrolimus
61727612,L04AD02,Tacrolimus
61887218,L04AD02,Tacrolimus
61964294,L04AD02,Tacrolimus
62680140,L04AD02,Tacrolimus
62698455,L04AD02,Tacrolimus
63395596,L04AD02,Tacrolimus
63931834,L04AD02,Tacrolimus
64297436,L04AD02,Tacrolimus
64349915,L04AD02,Tacrolimus
65037007,L04AD02,Tacrolimus
66737795,L04AD02,Tacrolimus
66927104,L04AD02,Tacrolimus
67003879,L04AD02,Tacrolimus
67015899,L04AD02,Tacrolimus
68176916,L04AD02,Tacrolimus
68330403,L04AD02,Tacrolimus
68514894,L04AD02,Tacrolimus
68955248,L04AD02,Tacrolimus
69208135,L04AD02,Tacrolimus
69458135,L04AD02,Tacrolimus
69590806,L04AD02,Tacrolimus
68944294,L04AC02,Basiliximab
69890052,L04AC02,Basiliximab
60529218,L04AB01,Etanercept
61187835,L04AB01,Etanercept
61320748,L04AB01,Etanercept
61382671,L04AB01,Etanercept
62130342,L04AB01,Etanercept
63061721,L04AB01,Etanercept
63886766,L04AB01,Etanercept
64333925,L04AB01,Etanercept
64504550,L04AB01,Etanercept
64784134,L04AB01,Etanercept
64959320,L04AB01,Etanercept
66071293,L04AB01,Etanercept
66393935,L04AB01,Etanercept
67270711,L04AB01,Etanercept
67599870,L04AB01,Etanercept
68667580,L04AB01,Etanercept
68672848,L04AB01,Etanercept
69653644,L04AB01,Etanercept
61467125,L04AB02,Infliximab
64428871,L04AB02,Infliximab
64542736,L04AB02,Infliximab
67582262,L04AB02,Infliximab
67947914,L04AB02,Infliximab
68279040,L04AB02,Infliximab
69531804,L04AB02,Infliximab
60663231,L04AC03,Anakinra
60129099,L04AB04,Adalimumab
60903769,L04AB04,Adalimumab
61192750,L04AB04,Adalimumab
62042376,L04AB04,Adalimumab
62158605,L04AB04,Adalimumab
62235902,L04AB04,Adalimumab
62720332,L04AB04,Adalimumab
62975984,L04AB04,Adalimumab
63364686,L04AB04,Adalimumab
63440372,L04AB04,Adalimumab
63568112,L04AB04,Adalimumab
63592177,L04AB04,Adalimumab
63795537,L04AB04,Adalimumab
63895021,L04AB04,Adalimumab
64158422,L04AB04,Adalimumab
64175717,L04AB04,Adalimumab
64202598,L04AB04,Adalimumab
64783769,L04AB04,Adalimumab
64844542,L04AB04,Adalimumab
65325739,L04AB04,Adalimumab
65344586,L04AB04,Adalimumab
65407798,L04AB04,Adalimumab
65597237,L04AB04,Adalimumab
65837903,L04AB04,Adalimumab
66112231,L04AB04,Adalimumab
66146931,L04AB04,Adalimumab
66691223,L04AB04,Adalimumab
66716580,L04AB04,Adalimumab
66906448,L04AB04,Adalimumab
67080391,L04AB04,Adalimumab
67356797,L04AB04,Adalimumab
67478840,L04AB04,Adalimumab
68311292,L04AB04,Adalimumab
68799977,L04AB04,Adalimumab
69567729,L04AB04,Adalimumab
69835440,L04AB04,Adalimumab
69847318,L04AB04,Adalimumab
62463044,N07XX06,Tétrabénazine
64487229,N07XX06,Tétrabénazine
61177257,N05CH01,Mélatonine
64061763,N05CH01,Mélatonine
64322882,N05CH01,Mélatonine
68578854,N05CH01,Mélatonine
60004932,A10BD08,Metformine et vildagliptine
60148110,A10BD08,Metformine et vildagliptine
60892792,A10BD08,Metformine et vildagliptine
61238831,A10BD08,Metformine et vildagliptine
61327301,A10BD08,Metformine et vildagliptine
64011319,A10BD08,Metformine et vildagliptine
65800164,A10BD08,Metformine et vildagliptine
67874551,A10BD08,Metformine et vildagliptine
69899592,A10BD08,Metformine et vildagliptine
66502733,A11HA08,Tocofersolan
64313253,B02BX04,Romiplostim
65391276,B02BX04,Romiplostim
66384249,B02BX04,Romiplostim
68638461,B02BX04,Romiplostim
65505630,C03XA,ANTAGONISTES DE LE VASOPRESSINE
61666369,C03XA01,Tolvaptan
63026453,C03XA01,Tolvaptan
63235257,C03XA01,Tolvaptan
64598514,C03XA01,Tolvaptan
64599993,C03XA01,Tolvaptan
66056341,C03XA01,Tolvaptan
67126700,C03XA01,Tolvaptan
68174566,C03XA01,Tolvaptan
60124472,C09BB04,Périndopril et amlodipine
60187348,C09BB04,Périndopril et amlodipine
60236546,C09BB04,Périndopril et amlodipine
60555889,C09BB04,Périndopril et amlodipine
60657997,C09BB04,Périndopril et amlodipine
60722288,C09BB04,Périndopril et amlodipine
60804917,C09BB04,Périndopril et amlodipine
60844865,C09BB04,Périndopril et amlodipine
60972480,C09BB04,Périndopril et amlodipine
61062319,C09BB04,Périndopril et amlodipine
61342926,C09BB04,Périndopril et amlodipine
61673698,C09BB04,Périndopril et amlodipine
61743004,C09BB04,Périndopril et amlodipine
62484049,C09BB04,Périndopril et amlodipine
62531709,C09BB04,Périndopril et amlodipine
62860633,C09BB04,Périndopril et amlodipine
63054463,C09BB04,Périndopril et amlodipine
63321667,C09BB04,Périndopril et amlodipine
64188522,C09BB04,Périndopril et amlodipine
64441025,C09BB04,Périndopril et amlodipine
64641015,C09BB04,Périndopril et amlodipine
65401119,C09BB04,Périndopril et amlodipine
65755751,C09BB04,Périndopril et amlodipine
66067754,C09BB04,Périndopril et amlodipine
66159149,C09BB04,Périndopril et amlodipine
66299756,C09BB04,Périndopril et amlodipine
66557701,C09BB04,Périndopril et amlodipine
67102368,C09BB04,Périndopril et amlodipine
67126052,C09BB04,Périndopril et amlodipine
67299595,C09BB04,Périndopril et amlodipine
67753553,C09BB04,Périndopril et amlodipine
67871167,C09BB04,Périndopril et amlodipine
68243770,C09BB04,Périndopril et amlodipine
68351486,C09BB04,Périndopril et amlodipine
68392419,C09BB04,Périndopril et amlodipine
68685055,C09BB04,Périndopril et amlodipine
68903408,C09BB04,Périndopril et amlodipine
69266583,C09BB04,Périndopril et amlodipine
64127633,C09DB02,Olmésartan médoxomil et amlodipine
64380145,C09DB02,Olmésartan médoxomil et amlodipine
64476446,C09DB02,Olmésartan médoxomil et amlodipine
64954736,C09DB02,Olmésartan médoxomil et amlodipine
65107402,C09DB02,Olmésartan médoxomil et amlodipine
67023718,C09DB02,Olmésartan médoxomil et amlodipine
63011177,G03GA30,Associations (gonadotrophines)
64102427,G03GA30,Associations (gonadotrophines)
64458989,G03GA30,Associations (gonadotrophines)
67877476,G03GA30,Associations (gonadotrophines)
69570312,J01DI01,Ceftobiprole médocaril
63514730,J05AG04,Etravirine
64044237,J05AG04,Etravirine
66595716,J05AG04,Etravirine
62818082,J07BB03,"Grippe, virus vivant atténué"
60836288,L01BC07,Azacitidine
61118337,L01BC07,Azacitidine
61842358,L01BC07,Azacitidine
62925369,L01BC07,Azacitidine
63510618,L01BC07,Azacitidine
64799168,L01BC07,Azacitidine
65953669,L01BC07,Azacitidine
66041282,L01BC07,Azacitidine
67694966,L01BC07,Azacitidine
69812744,L01BC08,Décitabine
63329030,L02BX02,Dégarelix
69784330,L02BX02,Dégarelix
60148167,L03AX16,Plérixafor
61047331,L04AC05,Ustekinumab
65283311,L04AC05,Ustekinumab
66170398,L04AC05,Ustekinumab
67522169,L04AC05,Ustekinumab
69340343,L04AC05,Ustekinumab
69661655,L04AC05,Ustekinumab
62118347,L04AC07,Tocilizumab
63322630,L04AC07,Tocilizumab
66297328,L04AC07,Tocilizumab
67121308,L04AC07,Tocilizumab
69107620,L04AC07,Tocilizumab
69582503,L04AC07,Tocilizumab
62319791,N02AA55,Oxycodone et naloxone
64849938,N02AA55,Oxycodone et naloxone
65158667,N02AA55,Oxycodone et naloxone
65244963,N02AA55,Oxycodone et naloxone
65681639,N02AA55,Oxycodone et naloxone
66806177,N02AA55,Oxycodone et naloxone
66962272,N02AA55,Oxycodone et naloxone
67007913,N02AA55,Oxycodone et naloxone
67973720,N02AA55,Oxycodone et naloxone
68172704,N02AA55,Oxycodone et naloxone
68243717,N02AA55,Oxycodone et naloxone
69860739,N02AA55,Oxycodone et naloxone
68829121,N03AF04,Eslicarbazépine
61328015,N05CF04,Eszopiclone
65104826,N05CF04,Eszopiclone
69405531,N05CF04,Eszopiclone
65881230,S01XA18,Ciclosporine
66421434,S01XA18,Ciclosporine
60822363,V03AB35,Sugammadex
60929148,V03AB35,Sugammadex
61905794,V03AB35,Sugammadex
62639211,V03AB35,Sugammadex
64164546,V03AB35,Sugammadex
64333487,V03AB35,Sugammadex
64353988,V03AB35,Sugammadex
64523974,V03AB35,Sugammadex
65242357,V03AB35,Sugammadex
65890400,V03AB35,Sugammadex
66742326,V03AB35,Sugammadex
68011619,V03AB35,Sugammadex
68633806,V03AB35,Sugammadex
68613807,V03AE04,Acétate de calcium et carbonate de magnésium
62062343,V09IX05,Fluorodopa (18F)
63099647,V09IX05,Fluorodopa (18F)
65933346,V09IX05,Fluorodopa (18F)
60607503,N02BG09,Méthoxyflurane
60594326,A06AH01,Bromure de méthylnaltrexone
65987568,J01XA04,Dalbavancine
65256093,L01CA05,Vinflunine
64690336,V03AF10,Lévofolinate de sodium
63339238,V09IX06,Fluorure (18F) de sodium
65408195,V09IX06,Fluorure (18F) de sodium
66498352,V09IX06,Fluorure (18F) de sodium
62882708,A05AA03,Acide cholique
63316225,A05AA03,Acide cholique
66862731,A10BH03,Saxagliptine
60330636,B01AC22,Prasugrel
61374393,B01AC22,Prasugrel
63032883,B01AC22,Prasugrel
63152181,B01AC22,Prasugrel
63610757,B01AC22,Prasugrel
64503651,B01AC22,Prasugrel
65361468,B01AC22,Prasugrel
65916489,B01AC22,Prasugrel
67461428,B01AC22,Prasugrel
68107539,B01AC22,Prasugrel
60757264,B02BX05,Eltrombopag
61736230,B02BX05,Eltrombopag
61951699,B02BX05,Eltrombopag
67675236,B02BX05,Eltrombopag
69075222,C01EB21,Régadénoson
61090336,C09DB04,Telmisartan et amlodipine
61709468,C09DB04,Telmisartan et amlodipine
64505047,C09DB04,Telmisartan et amlodipine
65670272,C09DB04,Telmisartan et amlodipine
66797543,C09DB04,Telmisartan et amlodipine
67700337,C09DB04,Telmisartan et amlodipine
68099448,C09DB04,Telmisartan et amlodipine
69032413,C09DB04,Telmisartan et amlodipine
61045063,C09DX01,"Valsartan, amlodipine et hydrochlorothiazide"
63945271,C09DX01,"Valsartan, amlodipine et hydrochlorothiazide"
64617605,C09DX01,"Valsartan, amlodipine et hydrochlorothiazide"
65369123,C09DX01,"Valsartan, amlodipine et hydrochlorothiazide"
61335127,G03AA14,Nomégestrol et estradiol
63609655,G03AA14,Nomégestrol et estradiol
64036190,G03GA09,Corifollitropine alfa
66844562,G03GA09,Corifollitropine alfa
67084087,G04BX14,Dapoxétine
67428136,G04BX14,Dapoxétine
60021928,G04CA04,Silodosine
60054312,G04CA04,Silodosine
61494492,G04CA04,Silodosine
61605245,G04CA04,Silodosine
62078365,G04CA04,Silodosine
62493774,G04CA04,Silodosine
63168424,G04CA04,Silodosine
63206729,G04CA04,Silodosine
63239348,G04CA04,Silodosine
63911098,G04CA04,Silodosine
65024515,G04CA04,Silodosine
66450806,G04CA04,Silodosine
66597902,G04CA04,Silodosine
67496824,G04CA04,Silodosine
67692214,G04CA04,Silodosine
68992257,G04CA04,Silodosine
69048990,G04CA04,Silodosine
69141416,G04CA04,Silodosine
69310040,G04CA04,Silodosine
69862028,G04CA04,Silodosine
64889224,G04CA52,Tamsulosine et dutastéride
65218235,G04CA52,Tamsulosine et dutastéride
65913639,G04CA52,Tamsulosine et dutastéride
68129457,G04CA52,Tamsulosine et dutastéride
68144936,G04CA52,Tamsulosine et dutastéride
68373924,G04CA52,Tamsulosine et dutastéride
69089389,G04CA52,Tamsulosine et dutastéride
69414046,G04CA52,Tamsulosine et dutastéride
67623773,J01XA05,Oritavancine
66919901,J05AX10,Maribavir
63064137,J07AH08,"Méningocoques A,C,Y, W-135, antigènes polysaccharidiques tétravalents purifiés c"
68046787,J07AH08,"Méningocoques A,C,Y, W-135, antigènes polysaccharidiques tétravalents purifiés c"
69241562,J07AH08,"Méningocoques A,C,Y, W-135, antigènes polysaccharidiques tétravalents purifiés c"
60295427,L01AA09,Bendamustine
60895265,L01AA09,Bendamustine
63551287,L01AA09,Bendamustine
63775634,L01AA09,Bendamustine
64457346,L01AA09,Bendamustine
65061182,L01AA09,Bendamustine
67424650,L01AA09,Bendamustine
68194106,L01AA09,Bendamustine
60035714,L04AB06,Golimumab
62222050,L04AB06,Golimumab
62534114,L04AB06,Golimumab
67700426,L04AB06,Golimumab
61415541,L04AC08,Canakinumab
66684652,L04AC08,Canakinumab
69541570,L04AC08,Canakinumab
64256891,M05BX04,Dénosumab
65243459,M05BX04,Dénosumab
61455009,N05AH05,Asénapine
65697814,N05AH05,Asénapine
65407780,R02AX01,Flurbiprofène
67845628,R02AX01,Flurbiprofène
68233897,R02AX01,Flurbiprofène
61742500,R03AC18,Indacatérol
62036213,R03AC18,Indacatérol
67084265,R03AC18,Indacatérol
68637167,R03AC18,Indacatérol
64304674,S01BC11,Bromfénac
63535151,S02AA16,Ofloxacine
66256370,S02AA16,Ofloxacine
68399214,S02AA16,Ofloxacine
61720870,V09IX07,Fluorocholine (18F)
63885956,V09IX07,Fluorocholine (18F)
65884187,V09IX07,Fluorocholine (18F)
66567115,V09IX07,Fluorocholine (18F)
67519027,V09IX07,Fluorocholine (18F)
60095729,R02AX,AUTRES PRÉPARATIONS POUR LA GORGE
63124011,R02AX,AUTRES PRÉPARATIONS POUR LA GORGE
63232204,R02AX,AUTRES PRÉPARATIONS POUR LA GORGE
64871233,R02AX,AUTRES PRÉPARATIONS POUR LA GORGE
65407702,R02AX,AUTRES PRÉPARATIONS POUR LA GORGE
65943479,R02AX,AUTRES PRÉPARATIONS POUR LA GORGE
67661635,R02AX,AUTRES PRÉPARATIONS POUR LA GORGE
68758126,R02AX,AUTRES PRÉPARATIONS POUR LA GORGE
63213392,D11AH01,Tacrolimus
66080171,D11AH01,Tacrolimus
67798840,D11AH01,Tacrolimus
63941426,A02BD08,"Sous-citrate de bismuth, tétracycline et métronidazole"
65369582,A16AB10,Vélaglucérase alfa
61958462,B01AC24,Ticagrélor
