ATC_code,Libellé français
N06AA09,amitriptyline
N06AA10,nortriptyline
N06AA11,protriptyline
N06AA12,doxépine
N06AA13,iprindole
N06AA14,mélitracène
N06AA15,butriptyline
N06AA16,dosulépine
N06AA17,amoxapine
N06AA18,dimétacrine
N06AA19,amineptine
N06AA21,maprotiline
N06AA23,quinupramine
N06AB,inhibiteurs sélectifs de la recapture de la sérotonine
N06AB02,zimeldine
N06AB03,fluoxétine
N06AB04,citalopram
N06AB05,paroxétine
N06AB06,sertraline
N06AB07,alaproclate
N06AB08,fluvoxamine
N06AB09,étopéridone
N06AB10,escitalopram
N06AF,"inhibiteurs de la monoamine oxydase, non sélectifs"
N06AF01,isocarboxazide
N06AF02,nialamide
N06AF03,phénelzine
N06AF04,tranylcypromine
N06AF05,iproniazide
N06AF06,iproclozide
N06AG,inhibiteurs de la monamine oxydase type A
N06AG02,moclobémide
N06AG03,toloxatone
N06AX,autres antidépresseurs
N06AX01,oxitriptan
N06AX02,tryptophane
N06AX03,miansérine
N06AX04,nomifensine
N06AX05,trazodone
N06AX06,néfazodone
N06AX07,minaprine
N06AX08,bifémélane
N06AX09,viloxazine
N06AX10,oxaflozane
N06AX11,mirtazapine
N06AX12,bupropione
N06AX13,médifoxamine
N06AX14,tianeptine
N06AX15,pivagabine
N06AX16,venlafaxine
N06AX17,milnacipran
N06AX18,réboxétine
N06AX19,gépirone
N06AX21,duloxétine
N06AX22,agomélatine
N06AX23,dèsvenlafaxine
N06AX24,vilazodone
N06AX25,herbe de Millepertuis
N06AX26,vortioxétine
N06AX27,eskétamine
N06AX28,lévomilnacipran
N06AX29,brexanolone
N06AX62,bupropione et dextrométhorphane
N06B,"psychostimulants, agents utilisés dans la TDAH et nootropes"
N06BA,sympathomimétiques d'action centrale
N06BA01,amphétamine
N06BA02,dexamphétamine
N06BA03,métamphétamine
N06BA04,méthylphénidate
N06BA05,pémoline
N06BA06,fencamfamine
N06BA07,modafinil
N06BA08,fénozolone
N06BA09,atomoxétine
N06BA10,fénétylline
N06BA11,dexméthylphénidate
N06BA12,lisdexamphétamine
N06BA13,armodafinil
N06BA14,solriamfétol
N06BA15,dexméthylphénidate et serdexméthylphénidate
N06BC,dérivés de la xanthine
N06BC01,caféine
N06BC02,propentofylline
N06BX,autres psychostimulants et nootropiques
N06BX01,méclofénoxate
N06BX02,pyritinol
N06BX03,piracétam
N06BX04,déanol
N06BX05,fipexide
N06BX06,citicoline
N06BX07,oxiracétam
N06BX08,pirisudanol
N06BX09,linopirdine
N06BX10,nizofénone
N06BX11,aniracétam
N06BX12,acétylcarnitine
N06BX13,idébénone
N06BX14,prolintane
N06BX15,pipradol
N06BX16,pramiracétam
N06BX17,adrafinil
N06BX18,vinpocétine
N06BX21,temgicoluril
N06BX22,phénibut
N06C,psycholeptiques et psychoanaleptiques en association
N06CA,antidépresseurs en association avec des psycholeptiques
N06CA01,amitriptyline et psycholeptiques
N06CA02,mélitracène et psycholeptiques
N06CA03,fluoxétine et psycholeptiques
N06CB,psychostimulants en association avec des psycholeptiques
N06D,médicaments de la démence
N06DA,anticholinestérasiques
N06DA01,tacrine
N06DA02,donépézil
N06DA03,rivastigmine
N06DA04,galantamine
N06DA05,ipidacrine
N06DA52,donépézil et mémantine
N06DA53,"donépézil, mémantine et feuille de Ginkgo"
N06DX,autres médicaments de la démence
N06DX01,mémantine
N06DX02,feuille de Ginkgo
N06DX03,aducanumab
N06DX04,lécanémab
N06DX05,donanémab
N06DX30,associations (autres médicaments de la démence)
N07,autres médicaments du système nerveux
N07A,parasympathomimétiques
N07AA,anticholinestérasiques
N07AA01,néostigmine
N07AA02,pyridostigmine
N07AA03,distigmine
N07AA30,ambénonium
N07AA51,néostigmine en association
N07AB,esters de la choline
N07AB01,carbachol
N07AB02,béthanéchol
N07AX,autres parasympathomimétiques
N07AX01,pilocarpine
N07AX02,alfoscérate de choline
N07AX03,céviméline
N07B,médicaments utilisés dans les troubles addictifs
N07BA,médicaments utilisés dans la dépendance à la nicotine
N07BA01,nicotine
N07BA03,varénicline
N07BA04,cytisinicline
N07BB,médicaments utilisés dans la dépendance alcoolique
N07BB01,disulfirame
N07BB02,carbimide de calcium
N07BB03,acamprosate
N07BB04,naltrexone
N07BB05,nalméfène
N07BC,médicaments utilisés dans la dépendance aux opioïdes
N07BC01,buprénorphine
N07BC02,méthadone
N07BC03,lévacétylméthadol
N07BC04,lofexidine
N07BC05,lévométhadone
N07BC06,diamorphine
N07BC51,buprénorphine en association
N07C,antivertigineux
N07CA,antivertigineux
N07CA01,bétahistine
N07CA02,cinnarizine
N07CA03,flunarizine
N07CA04,acétylleucine
N07CA52,cinnarizine en association
N07X,autres médicaments du système nerveux
N07XA,gangliosides et dérivés
N07XX,autres médicaments du système nerveux
N07XX01,tirilazad
N07XX02,riluzole
N07XX03,xaliprodène
N07XX04,oxybate de sodium
N07XX05,amifampridine
N07XX06,tétrabénazine
N07XX07,fampridine
N07XX08,tafamidis
N07XX10,laquinimod
N07XX11,pitolisant
N07XX12,patisiran
N07XX13,valbénazine
N07XX14,édaravone
N07XX15,inotersen
N07XX16,deutétrabénazine
N07XX17,arimoclomol
N07XX18,vutrisiran
N07XX19,phénylbutyrate de sodium et ursodoxicoltaurine
N07XX21,éplontersen
N07XX22,tofersen
N07XX23,troriluzole
N07XX59,dextrométhorphane en association
P,"antiparasitaires, insecticides et répulsifs"
P01,antiprotozoaires
P01A,médicaments contre l'amibiase et autres protozooses
P01AA,dérivés de l'hydroxyquinoline
P01AA01,broxyquinoline
P01AA02,clioquinol
P01AA04,chlorquinaldol
P01AA05,tilbroquinol
P01AA30,tilbroquinol et tiliquinol
P01AA52,clioquinol en association
P01AB,dérivés du nitroimidazole
P01AB01,métronidazole
P01AB02,tinidazole
P01AB03,ornidazole
P01AB04,azanidazole
P01AB05,propénidazole
P01AB06,nimorazole
P01AB07,secnidazole
P01AB51,métronidazole et furazolidone
P01AB52,métronidazole et diloxanide
P01AC,dérivés du dichloroacétamide
P01AC01,diloxanide
P01AC02,cléfamide
P01AC03,étofamide
P01AC04,téclosan
P01AR,composés à base d'arsenic
P01AR01,arsthinol
P01AR02,difétarsone
P01AR03,glycobiarsol
P01AR53,glycobiarsol en association
P01AX,autres médicaments contre l'amibiase et autres protozooses
P01AX01,chiniofon
P01AX02,émétine
P01AX04,phanquinone
P01AX05,mépacrine
P01AX06,atovaquone
P01AX07,trimétrexate
P01AX08,ténonitrozole
P01AX09,dihydroémétine
P01AX10,fumagilline
P01AX11,nitazoxanide
P01AX52,émétine en association
P01B,antipaludiques
P01BA,aminoquinoléines
P01BA01,chloroquine
P01BA02,hydroxychloroquine
P01BA03,primaquine
P01BA06,amodiaquine
P01BA07,tafénoquine
P01BB,biguanides
P01BB01,proguanil
P01BB02,embonate de cycloguanil
P01BB51,proguanil et atovaquone
P01BB52,chloroquine et proguanil
P01BC,méthanolquinoléines
P01BC01,quinine
P01BC02,méfloquine
P01BD,diaminopyrimidines
P01BD01,pyriméthamine
P01BD51,pyriméthamine en association
P01BE,artémisinine et dérivés non associés
P01BE01,artémisinine
P01BE02,artéméther
P01BE03,artésunate
P01BE04,artémotil
P01BE05,arténimol
P01BF,artémisinine et dérivés en association
P01BF01,artéméther et luméfantrine
P01BF02,artésunate et méfloquine
P01BF03,artésunate et amodiaquine
P01BF04,"artésunate, sulfalène et pyriméthamine"
P01BF05,arténimol et pipéraquine
P01BF06,artésunate et pyronaridine
P01BF07,artémisinine et pipéraquine
P01BF08,artémisinine et naphthoquine
P01BF09,"artésunate, sulfadoxine et pyriméthamine"
P01BX,autres antipaludiques
P01BX01,halofantrine
P01BX02,artérolane et pipéraquine
P01C,antileishmaniens et trypanocides
P01CA,dérivés du nitroimidazole
P01CA02,benznidazole
P01CA03,féxinidazole
P01CB,composés à base d'antimoine
P01CB01,antimoniate de méglumine
P01CB02,stibogluconate de sodium
P01CC,dérivés du nitrofurane
P01CC01,nifurtimox
P01CC02,nitrofural
P01CD,composés à base d'arsenic
P01CD01,mélarsoprol
P01CD02,acétarsol
P01CX,autres antileishmaniens et trypanocides
P01CX01,iséthionate de pentamidine
P01CX02,suramine sodique
P01CX03,éflornithine
P01CX04,miltéfosine
P02,anthelminthiques
P02B,antitrématodes
P02BA,dérivés de la quinoléine et apparentés
P02BA01,praziquantel
P02BA02,oxamniquine
P02BA03,arpraziquantel
P02BB,organophosphorés
P02BB01,métrifonate
P02BX,autres antitrématodes
P02BX01,bithionol
P02BX02,niridazole
P02BX03,stibophène
P02BX04,triclabendazole
P02C,antinématodes
P02CA,dérivés du benzimidazole
P02CA01,mébendazole
P02CA02,tiabendazole
P02CA03,albendazole
P02CA04,ciclobendazole
P02CA05,flubendazole
P02CA06,fenbendazole
P02CA51,mébendazole en association
P02CB,pipérazine et dérivés
P02CB01,pipérazine
P02CB02,diéthylcarbamazine
P02CC,dérivés de la tétrahydropyrimidine
P02CC01,pyrantel
P02CC02,oxantel
P02CE,dérivés de l'imidazothiazole
P02CE01,lévamisole
P02CF,avermectines
P02CF01,ivermectine
P02CX,autres antinématodes
P02CX01,pyrvinium
P02CX02,béphénium
P02CX03,moxidectine
P02D,anticestodes
P02DA,dérivés de l'acide salicylique
P02DA01,niclosamide
P02DX,autres anticestodes
P02DX01,désaspidine
P02DX02,dichlorophène
P03,"ectoparasiticides, scabicides, insecticides et répulsifs inclus"
P03A,"ectoparasiticides, scabicides inclus"
P03AA,produits contenant du soufre
P03AA01,dixanthogène
P03AA02,polysulfure de potassium
P03AA03,mésulfène
P03AA04,disulfirame
P03AA05,thiram
P03AA54,disulfirame en association
P03AB,produits contenant du chlore
P03AB01,clofénotane
P03AB02,lindane
P03AB51,clofénotane en association
P03AC,"pyréthrines, dérivés de synthèse inclus"
P03AC01,pyréthrum
P03AC02,bioalléthrine
P03AC03,phénothrine
P03AC04,perméthrine
P03AC51,pyréthrum en association
P03AC52,bioalléthrine en association
P03AC53,phénothrine en association
P03AC54,perméthrine en association
P03AX,"autres ectoparasiticides, scabicides inclus"
P03AX01,benzoate de benzyle
P03AX02,oléinate de cuivre
P03AX03,malathion
P03AX04,Quassia
P03AX05,diméticone
P03AX06,alcool benzylique
P03AX07,abamétapir
P03B,insecticides et répulsifs
P03BA,pyréthrines
P03BA01,cyfluthrine
P03BA02,cyperméthrine
P03BA03,décaméthrine
P03BA04,tétraméthrine
P03BX,autres insecticides et répulsifs
P03BX01,diéthyltoluamide
P03BX02,diméthylphtalate
P03BX03,dibutylphtalate
P03BX04,dibutylsuccinate
P03BX05,diméthylcarbate
P03BX06,étohexadiol
R,système respiratoire
R01,préparations nasales
R01A,décongestionnants et autres préparations à usage topique
R01AA,sympathomimétiques non associés
R01AA02,cyclopentamine
R01AA03,éphédrine
R01AA04,phényléphrine
R01AA05,oxymétazoline
R01AA06,tétryzoline
R01AA07,xylométazoline
R01AA08,naphazoline
R01AA09,tramazoline
R01AA10,métizoline
R01AA11,tuaminoheptane
R01AA12,fénoxazoline
R01AA13,tymazoline
R01AA14,épinéphrine
R01AA15,indanazoline
R01AB,sympathomimétiques en association sauf aux corticoïdes
R01AB01,phényléphrine
R01AB02,naphazoline
R01AB03,tétryzoline
R01AB05,éphédrine
R01AB06,xylométazoline
R01AB07,oxymétazoline
R01AB08,tuaminoheptane
R01AC,anti-allergiques sauf corticoïdes
R01AC01,acide cromoglicique
R01AC02,lévocabastine
R01AC03,azélastine
R01AC04,antazoline
R01AC05,acide spaglumique
R01AC06,thonzylamine
R01AC07,nédocromil
R01AC08,olopatadine
R01AC51,acide cromoglicique en association
R01AD,corticoïdes
R01AD01,béclométasone
R01AD02,prednisolone
R01AD03,dexaméthasone
R01AD04,flunisolide
R01AD05,budésonide
R01AD06,bétaméthasone
R01AD07,tixocortol
R01AD08,fluticasone
R01AD09,mométasone
R01AD11,triamcinolone
R01AD12,furoate de fluticasone
R01AD13,ciclésonide
R01AD52,prednisolone en association
R01AD53,dexaméthasone en association
R01AD57,tixocortol en association
R01AD58,fluticasone en association
R01AD59,mométasone en association
R01AD60,hydrocortisone en association
R01AX,autres préparations nasales
R01AX01,thiocyanate d'hexamine calcique
R01AX02,rétinol
R01AX03,bromure d'ipratropium
R01AX05,ritiométan
R01AX06,mupirocine
R01AX07,hexamidine
R01AX08,framycétine
R01AX09,acide hyaluronique
R01AX10,divers (autres préparations nasales)
R01AX30,associations (autres préparations nasales)
R01B,décongestionnants à usage systémique
R01BA,sympathomimétiques
R01BA01,phénylpropanolamine
R01BA02,pseudoéphédrine
R01BA03,phényléphrine
R01BA51,phénylpropanolamine en association
R01BA52,pseudoéphédrine en association
R01BA53,phényléphrine en association
R02,préparations pour la gorge
R02A,préparations pour la gorge
R02AA,antiseptiques
R02AA01,ambazone
R02AA02,déqualinium
R02AA03,alcool dichlorobenzylique
R02AA05,chlorhexidine
R02AA06,cétylpyridinium
R02AA09,benzéthonium
R02AA10,myristyl-benzalkonium
R02AA11,chlorquinaldol
R02AA12,hexylrésorcinol
R02AA13,chlorure d'acriflavinium
R02AA14,oxyquinoline
R02AA15,povidone iodée
R02AA16,benzalkonium
R02AA17,cétrimonium
R02AA18,hexamidine
R02AA19,phénol
R02AA20,divers (antiseptiques)
R02AA21,octénidine
R02AB,antibiotiques
R02AB01,néomycine
R02AB02,tyrothricine
R02AB03,fusafungine
R02AB04,bacitracine
R02AB30,gramicidine
R02AD,anesthésiques locaux
R02AD01,benzocaïne
R02AD02,lidocaïne
R02AD03,cocaïne
R02AD04,dyclonine
R02AD05,ambroxol
R02AX,autres préparations pour la gorge
R02AX01,flurbiprofène
R02AX02,ibuprofène
R02AX03,benzydamine
R03,médicaments pour les maladies obstructives des voies respiratoires
R03A,adrénergiques pour inhalation
R03AA,agonistes alpha et bêta-adrénergiques
R03AA01,épinéphrine
R03AB,agonistes non sélectifs bêta-adrénergiques
R03AB02,isoprénaline
R03AB03,orciprénaline
R03AC,agonistes sélectifs bêta-2-adrénergiques
R03AC02,salbutamol
R03AC03,terbutaline
R03AC04,fénotérol
R03AC05,rimitérol
R03AC06,hexoprénaline
R03AC07,isoétarine
R03AC08,pirbutérol
R03AC09,trétoquinol
R03AC10,carbutérol
R03AC11,tulobutérol
R03AC12,salmétérol
R03AC13,formotérol
R03AC14,clenbutérol
R03AC15,réprotérol
R03AC16,procatérol
R03AC17,bitoltérol
R03AC18,indacatérol
R03AC19,olodatérol
R03AH,associations d'adrénergiques
R03AK,adrénergiques en association avec des corticoïdes ou d'autres médicaments sauf anticholinergiques
R03AK01,épinéphrine et autres substances pour les maladies obstructives des voies respiratoires
R03AK02,isoprénaline et autres substances pour les maladies obstructives des voies respiratoires
R03AK04,salbutamol et cromoglicate de sodium
R03AK05,réprotérol et cromoglicate de sodium
R03AK06,salmétérol et fluticasone
R03AK07,formotérol et budésonide
R03AK08,formotérol et béclométasone
R03AK09,formotérol et mométasone
R03AK10,vilantérol et furoate de fluticasone
R03AK11,formotérol et fluticasone
R03AK12,salmétérol et budésonide
R03AK13,salbutamol et béclométasone
R03AK14,indacatérol et mométasone
R03AK15,salbutamol et budésonide
R03AL,"adrénergiques en association avec des anticholinergiques, triples associations avec des corticoïdes incluses"
R03AL01,fénotérol et bromure d'ipratropium
R03AL02,salbutamol et bromure d'ipratropium
R03AL03,vilantérol et bromure d'uméclidinium
R03AL04,indacatérol et bromure de glycopyrronium
R03AL05,formotérol et bromure d'aclidinium
R03AL06,olodatérol et bromure de tiotropium
R03AL07,formotérol et bromure de glycopyrronium
R03AL08,"vilantérol, bromure d'uméclidinium et  furoate de fluticasone"
R03AL09,"formotérol, bromure de glycopyrronium et béclométasone"
R03AL10,formotérol et bromure de tiotropium
R03AL11,"formotérol, bromure de glycopyrronium et budésonide"
R03AL12,"indacatérol, bromure de glycopyrronium et mométasone"
R03B,autres médicaments pour les maladies obstructives des voies respiratoires par inhalation
R03BA,glucocorticoïdes
R03BA01,béclométasone
R03BA02,budésonide
R03BA03,flunisolide
R03BA04,bétaméthasone
R03BA05,fluticasone
R03BA06,triamcinolone
R03BA07,mométasone
R03BA08,ciclésonide
R03BA09,furoate de fluticasone
R03BB,anticholinergiques
R03BB01,bromure d'ipratropium
R03BB02,bromure d'oxitropium
R03BB03,préparations à base de Datura
R03BB04,bromure de tiotropium
R03BB05,bromure d'aclidinium
R03BB06,bromure de glycopyrronium
R03BB07,bromure d'uméclidinium
R03BB08,révéfénacine
R03BB54,bromure de tiotropium en association
R03BC,anti-allergiques sauf corticoïdes
R03BC01,acide cromoglicique
R03BC03,nédocromil
R03BX,autres médicaments pour les maladies obstructives des voies respiratoires par inhalation
R03BX01,fenspiride
R03C,adrénergiques à usage systémique
R03CA,agonistes alpha et bêta-adrénergiques
R03CA02,éphédrine
R03CB,agonistes non sélectifs bêta-adrénergiques
R03CB01,isoprénaline
R03CB02,méthoxyphénamine
R03CB03,orciprénaline
R03CB51,isoprénaline en association
R03CB53,orciprénaline en association
R03CC,agonistes sélectifs bêta-2-adrénergiques
R03CC02,salbutamol
R03CC03,terbutaline
R03CC04,fénotérol
R03CC05,hexoprénaline
R03CC06,isoétarine
R03CC07,pirbutérol
R03CC08,procatérol
R03CC09,trétoquinol
R03CC10,carbutérol
R03CC11,tulobutérol
R03CC12,bambutérol
R03CC13,clenbutérol
R03CC14,réprotérol
R03CC15,formotérol
R03CC53,terbutaline en association
R03CC63,clenbutérol et ambroxol
R03CK,adrénergiques et autres médicaments pour les maladies obstructives des voies respiratoires
R03D,autres médicaments à usage systémique pour les maladies obstructives des voies respiratoires
R03DA,xanthines
R03DA01,diprophylline
R03DA02,théophyllinate de choline
R03DA03,proxyphylline
R03DA04,théophylline
R03DA05,aminophylline
R03DA06,étamiphylline
R03DA07,théobromine
R03DA08,bamifylline
R03DA09,acéfylline pipérazine
R03DA10,bufylline
R03DA11,doxofylline
R03DA12,théophyllinacétate de mépyramine
R03DA20,associations de xanthines
R03DA51,diprophylline en association
R03DA54,théophylline en association sauf aux psycholeptiques
R03DA55,aminophylline en association
R03DA57,théobromine en association
R03DA74,théophylline en association avec des psycholeptiques
R03DB,xanthines et adrénergiques
R03DB01,diprophylline et adrénergiques
R03DB02,théophyllinate de choline et adrénergiques
R03DB03,proxyphylline et adrénergiques
R03DB04,théophylline et adrénergiques
R03DB05,aminophylline et adrénergiques
R03DB06,étamiphylline et adrénergiques
R03DC,antagonistes des récepteurs des leucotriènes
R03DC01,zafirlukast
R03DC02,pranlukast
R03DC03,montélukast
R03DC04,ibudilast
R03DC53,montélukast en association
R03DX,autres médicaments à usage systémique pour les maladies obstructives des voies respiratoires
R03DX01,amlexanox
R03DX02,éprozinol
R03DX03,fenspiride
R03DX05,omalizumab
R03DX06,sératrodast
R03DX07,roflumilast
R03DX08,reslizumab
R03DX09,mépolizumab
R03DX10,benralizumab
R03DX11,tézépélumab
R05,médicaments du rhume et de la toux
R05C,"expectorants, sauf associations aux antitussifs"
R05CA,expectorants
R05CA01,tyloxapol
R05CA02,iodure de potassium
R05CA03,guaïfénésine
R05CA04,ipécacuanha
R05CA05,racine de guimauve
R05CA06,Polygala
R05CA07,pentasulfure d'antimoine
R05CA08,créosote
R05CA09,guaïacolsulfonate
R05CA10,associations (expectorants)
R05CA11,lévoverbénone
R05CA12,feuille de lierre
R05CA13,cinéole
R05CB,mucolytiques
R05CB01,acétylcystéine
R05CB02,bromhexine
R05CB03,carbocistéine
R05CB04,éprazinone
R05CB05,mesna
R05CB06,ambroxol
R05CB07,sobrérol
R05CB08,domiodol
R05CB09,létostéine
R05CB10,associations (mucolytiques)
R05CB11,stépronine
R05CB13,dornase alfa (désoxyribonucléase)
R05CB14,nelténexine
R05CB15,erdostéine
R05CB16,mannitol
R05D,"antitussifs, sauf associations aux expectorants"
R05DA,alcaloïdes de l'opium et dérivés
R05DA01,éthylmorphine
R05DA03,hydrocodone
R05DA04,codéine
R05DA05,alcaloïdes de l'opium avec morphine
R05DA06,norméthadone
R05DA07,noscapine
R05DA08,pholcodine
R05DA09,dextrométhorphane
R05DA10,thébacon
R05DA11,dimémorfane
R05DA12,acétyldihydrocodéine
R05DA20,associations (alcaloïdes de l'opium et dérivés)
R05DB,autres antitussifs
R05DB01,benzonatate
R05DB02,benpropérine
R05DB03,clobutinol
R05DB04,isoaminile
R05DB05,pentoxyvérine
R05DB07,oxolamine
R05DB09,oxéladine
R05DB10,clofédanol
R05DB11,pipazétate
R05DB12,bromure de bibenzonium
R05DB13,butamirate
R05DB14,fédrilate
R05DB15,zipéprol
R05DB16,dibunate
R05DB17,droxypropine
R05DB18,prénoxdiazine
R05DB19,dropropizine
R05DB20,associations (autres antitussifs)
R05DB21,clopérastine
R05DB22,méprotixol
R05DB23,pipéridione
R05DB24,tipépidine
R05DB25,morclofone
R05DB26,népinalone
R05DB27,lévodropropizine
R05DB28,diméthoxanate
R05DB29,géfapixant
R05F,antitussifs et expectorants en association
R05FA,dérivés de l'opium et expectorants
R05FA01,dérivés de l'opium et mucolytiques
R05FA02,dérivés de l'opium et expectorants
R05FB,autres antitussifs et expectorants
R05FB01,antitussifs et mucolytiques
R05FB02,antitussifs et expectorants
R05X,autres médicaments du rhume
R06,antihistaminiques à usage systémique
R06A,antihistaminiques à usage systémique
R06AA,éthers aminoalkyles
R06AA01,bromazine
R06AA02,diphénhydramine
R06AA04,clémastine
R06AA06,chlorphénoxamine
R06AA07,diphénylpyraline
R06AA08,carbinoxamine
R06AA09,doxylamine
R06AA10,triméthobenzamide
R06AA11,diménhydrinate
R06AA52,diphénhydramine en association
R06AA54,clémastine en association
R06AA56,chlorphénoxamine en association
R06AA57,diphénylpyraline en association
R06AA59,doxylamine en association
R06AA61,diménhydrinate en association
R06AB,alkylamines substituées
R06AB01,bromphéniramine
R06AB02,dexchlorphéniramine
R06AB03,dimétindène
R06AB04,chlorphénamine
R06AB05,phéniramine
R06AB06,dexbromphéniramine
R06AB07,talastine
R06AB51,bromphéniramine en association
R06AB52,dexchlorphéniramine en association
R06AB54,chlorphénamine en association
R06AB56,dexbromphéniramine en association
R06AC,éthylène diamines substituées
R06AC01,mépyramine
R06AC02,histapyrrodine
R06AC03,chloropyramine
R06AC04,tripélennamine
R06AC05,méthapyrilène
R06AC06,thonzylamine
R06AC52,histapyrrodine en association
R06AC53,chloropyramine en association
R06AD,dérivés de la phénothiazine
R06AD01,alimémazine
R06AD02,prométhazine
R06AD03,thiéthylpérazine
R06AD04,methdilazine
R06AD05,hydroxyéthylprométhazine
R06AD06,thiazinam
R06AD07,méquitazine
R06AD08,oxomémazine
R06AD09,isothipendyl
R06AD52,prométhazine en association
R06AD55,hydroxyéthylprométhazine en association
R06AE,dérivés de la pipérazine
R06AE01,buclizine
R06AE03,cyclizine
R06AE04,chlorcyclizine
R06AE05,méclozine
R06AE06,oxatomide
R06AE07,cétirizine
R06AE09,lévocétirizine
R06AE51,buclizine en association
R06AE53,cyclizine en association
R06AE55,méclozine en association
R06AK,associations d'antihistaminiques
R06AX,autres antihistaminiques à usage systémique
R06AX01,bamipine
R06AX02,cyproheptadine
R06AX03,thénalidine
R06AX04,phénindamine
R06AX05,antazoline
R06AX07,triprolidine
R06AX08,pyrrobutamine
R06AX09,azatadine
R06AX11,astémizole
R06AX12,terfénadine
R06AX13,loratadine
R06AX15,mebhydroline
R06AX16,deptropine
R06AX17,kétotifène
R06AX18,acrivastine
R06AX19,azélastine
R06AX21,tritoqualine
R06AX22,ébastine
R06AX23,piméthixène
R06AX24,épinastine
R06AX25,mizolastine
R06AX26,fexofénadine
R06AX27,desloratadine
R06AX28,rupatadine
R06AX29,bilastine
R06AX31,quifénadine
R06AX32,séquifénadine
R06AX53,thénalidine en association
R06AX58,pyrrobutamine en association
R07,autres médicaments du système respiratoire
R07A,autres médicaments du système respiratoire
R07AA,surfactants pulmonaires
R07AA01,palmitate de colfoscéril
R07AA02,phospholipides naturels
R07AA30,associations (surfactants pulmonaires)
R07AB,stimulants respiratoires
R07AB01,doxapram
R07AB02,nicéthamide
R07AB03,pentétrazol
R07AB04,étamivan
R07AB05,bémégride
R07AB06,prethcamide
R07AB07,almitrine
R07AB08,diméfline
R07AB09,mépixanox
R07AB52,nicéthamide en association
R07AB53,pentétrazol en association
R07AX,autres médicaments du système respiratoire
R07AX01,monoxyde d'azote
R07AX02,ivacaftor
R07AX30,ivacaftor et lumacaftor
R07AX31,ivacaftor et tezacaftor
R07AX32,"ivacaftor, tezacaftor et élexacaftor"
S,organes sensoriels
S01,médicaments ophtalmiques
S01A,anti-infectieux
S01AA,antibiotiques
S01AA01,chloramphénicol
S01AA02,chlortétracycline
S01AA03,néomycine
S01AA04,oxytétracycline
S01AA05,tyrothricine
S01AA07,framycétine
S01AA09,tétracycline
S01AA10,natamycine
S01AA11,gentamicine
S01AA12,tobramycine
S01AA13,acide fusidique
S01AA14,benzylpénicilline
S01AA15,dihydrostreptomycine
S01AA16,rifamycine
S01AA17,érythromycine
S01AA18,polymyxine B
S01AA19,ampicilline
S01AA20,antibiotiques en association avec d'autres médicaments
S01AA21,amikacine
S01AA22,micronomicine
S01AA23,nétilmicine
S01AA24,kanamycine
S01AA25,azidamfénicol
S01AA26,azithromycine
S01AA27,céfuroxime
S01AA28,vancomycine
S01AA29,dibékacine
S01AA30,associations de différents antibiotiques
S01AA31,cefménoxime
S01AA32,bacitracine
S01AB,sulfamides
S01AB01,sulfaméthizole
S01AB02,sulfafurazole
S01AB03,sulfadicramide
S01AB04,sulfacétamide
S01AB05,sulfafénazol
S01AD,antiviraux
S01AD01,idoxuridine
S01AD02,trifluridine
S01AD03,aciclovir
S01AD05,interféron
S01AD06,vidarabine
S01AD07,famciclovir
S01AD08,fomivirsen
S01AD09,ganciclovir
S01AE,fluoroquinolones
S01AE01,ofloxacine
S01AE02,norfloxacine
S01AE03,ciprofloxacine
S01AE04,loméfloxacine
S01AE05,lévofloxacine
S01AE06,gatifloxacine
S01AE07,moxifloxacine
S01AE08,bésifloxacine
S01AE09,tosufloxacine
S01AX,autres anti-infectieux
S01AX01,composés à base de mercure
S01AX02,composés à base d'argent
S01AX03,composés à base de zinc
S01AX04,nitrofural
S01AX05,bibrocathol
S01AX06,résorcinol
S01AX07,borate de sodium
S01AX08,hexamidine
S01AX09,chlorhexidine
S01AX10,propionate de sodium
S01AX14,dibrompropamidine
S01AX15,propamidine
S01AX16,picloxydine
S01AX18,povidone iodée
S01AX24,polihexanide
S01B,anti-inflammatoires
S01BA,corticoïdes non associés
S01BA01,dexaméthasone
S01BA02,hydrocortisone
S01BA03,cortisone
S01BA04,prednisolone
S01BA05,triamcinolone
S01BA06,bétaméthasone
S01BA07,fluorométholone
S01BA08,médrysone
S01BA09,clobétasone
S01BA10,alclométasone
S01BA11,désonide
S01BA12,formocortal
S01BA13,rimexolone
S01BA14,lotéprednol
S01BA15,acétonide de fluocinolone
S01BA16,difluprednate
S01BB,corticoïdes et mydriatiques en association
S01BB01,hydrocortisone et mydriatiques
S01BB02,prednisolone et mydriatiques
S01BB03,fluorométholone et mydriatiques
S01BB04,bétaméthasone et mydriatiques
S01BC,anti-inflammatoires non stéroïdiens
S01BC01,indométacine
S01BC02,oxyphenbutazone
S01BC03,diclofénac
S01BC04,flurbiprofène
S01BC05,kétorolac
S01BC06,piroxicam
S01BC07,bendazac
S01BC08,acide salicylique
S01BC09,pranoprofène
S01BC10,népafénac
S01BC11,bromfénac
S01C,anti-inflammatoires et anti-infectieux en association
S01CA,corticoïdes et anti-infectieux en association
S01CA01,dexaméthasone et anti-infectieux
S01CA02,prednisolone et anti-infectieux
S01CA03,hydrocortisone et anti-infectieux
S01CA04,fluocortolone et anti-infectieux
S01CA05,bétaméthasone et anti-infectieux
S01CA06,fludrocortisone et anti-infectieux
S01CA07,fluorométholone et anti-infectieux
